Id;Label;Contribution;Weight;Weighted Degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;eigencentrality;Degree
27;Georg Muschner;Kamera;6;79;4;0.362441;0.392473;2820.256044;0.242671;35
28;Hermann Picha;Darsteller;6;61;5;0.399195;0.439499;11814.726844;0.518077;54
29;Robert Neppach;Bauten;6;57;5;0.38902;0.427319;6684.544158;0.514222;50
30;Franz Koch;Kamera;6;57;4;0.381099;0.413978;2954.648866;0.428648;42
31;Karl Puth;Kamera;6;75;6;0.353907;0.389113;1944.554462;0.305877;35
32;Edmund Linke;Regie;6;41;5;0.307692;0.330931;17586.815322;0.065946;22
33;Arsen von Cserépy;Drehbuch/Produzent/Regie;6;96;5;0.358252;0.384896;24.901171;0.390813;21
34;Carl Ludwig Kirmse;Bauten;6;52;5;0.394904;0.430007;8763.435329;0.389605;41
35;Siegfried Wroblewsky;Bauten;6;55;5;0.38902;0.426562;5710.044028;0.454061;50
37;Erich Pommer;Produzent;6;75;5;0.381979;0.419842;4550.308287;0.584882;56
38;Alfred Abel;Darsteller;6;63;5;0.400484;0.437819;8357.16921;0.56231;51
39;Gerhard Lamprecht;Drehbuch/Regie;6;52;6;0.330336;0.357779;1952.3808;0.167579;24
40;Albert Steinrück;Darsteller;6;53;5;0.396324;0.431099;7728.756541;0.447717;42
42;Peter Paul Felner;Drehbuch/Regie/Produzent;6;56;5;0.353151;0.377722;505.067629;0.217094;17
43;Adolf Lantz;Drehbuch;6;80;5;0.358252;0.38834;1273.189215;0.336284;30
44;Fanny Carlsen;Drehbuch;6;53;5;0.3759;0.408081;2805.974163;0.343821;37
45;Rudolf Lettinger;Darsteller;6;65;4;0.399035;0.439096;6801.028325;0.567666;55
46;Alexander Granach;Darsteller;6;74;5;0.394747;0.437231;6699.085557;0.72093;61
47;Willy Reiber;Bauten;6;60;4;0.383604;0.418767;4683.574412;0.472638;46
48;Otto Gebühr;Darsteller;6;69;5;0.40097;0.438911;7621.825151;0.60836;51
49;Georg Alexander;Darsteller;6;60;5;0.363104;0.386828;539.127252;0.239604;20
50;Otto Kanturek;Kamera;6;52;5;0.391167;0.424714;6232.208137;0.377133;42
51;Paul Leni;Bauten;5;65;5;0.336157;0.358485;48.155995;0.148508;16
52;Stefan Lorant;Kamera/Drehbuch/Regie;5;37;6;0.35115;0.383653;5106.149566;0.236385;28
53;Fritz Arno Wagner;Kamera;5;46;5;0.398074;0.432527;5309.880508;0.440698;42
54;Friedrich Kühne;Darsteller;5;39;4;0.363636;0.393145;7166.964019;0.252355;34
56;Mia May;Darsteller;5;65;5;0.336157;0.358485;48.155995;0.148508;16
57;Jack Mylong-Münz;Darsteller/Drehbuch;5;39;5;0.338798;0.367843;1057.040948;0.213867;27
58;Hans Brausewetter;Darsteller;5;60;5;0.381245;0.418246;3097.959444;0.541663;48
59;Paul Merzbach;Drehbuch;5;50;5;0.348437;0.368935;80.158412;0.168553;13
60;Ellen Richter;Darsteller;5;50;5;0.348437;0.368935;80.158412;0.168553;13
61;Julius Falkenstein;Darsteller;5;52;5;0.396008;0.432695;7059.833265;0.441112;47
62;Fred Immler;Darsteller;5;57;4;0.37733;0.405998;3311.098736;0.292121;30
63;Maria Forescu;Darsteller;5;44;5;0.354412;0.381536;2952.663567;0.193487;24
64;Ilka Grüning;Darsteller;5;55;4;0.397755;0.434056;5811.19188;0.558732;50
65;Dimitri Buchowetzki;Regie/Drehbuch;5;40;5;0.378193;0.405981;1301.674591;0.275663;22
66;Bernd Aldor;Darsteller;5;39;4;0.395377;0.426159;12463.834517;0.371219;35
67;Charles Willy Kayser;Darsteller;5;34;5;0.38902;0.421186;5166.733935;0.344312;34
68;Curt Helling;Kamera;5;47;5;0.377905;0.411526;6269.696431;0.293305;39
69;Frida Richard;Darsteller;5;51;5;0.384645;0.422362;4191.646601;0.515509;48
70;Toni Wittels;Darsteller;5;47;5;0.366864;0.401361;3958.319505;0.379483;44
71;Hugo Flink;Darsteller;5;47;5;0.371536;0.399009;1314.629425;0.293916;25
72;Holger-Madsen;Regie/Darsteller/Drehbuch;5;32;6;0.3373;0.360786;400.324932;0.114204;15
73;Fritz Kraencke;Bauten;5;52;5;0.377617;0.413374;4050.628143;0.402512;42
74;Guido Seeber;Kamera;5;69;5;0.401132;0.439499;3222.072019;0.711151;48
75;Anton Edthofer;Darsteller;5;60;5;0.392095;0.430091;4614.469754;0.6753;52
76;Ferdinand Martini;Darsteller;5;47;4;0.362176;0.393565;2420.038575;0.340781;39
77;Wilhelm Löwitt;Musik;5;65;5;0.336157;0.358485;48.155995;0.148508;16
78;Gernot Bock-Stieber;Regie/Drehbuch;5;35;6;0.328151;0.348488;26.92331;0.106066;11
1132;Max Glass;Regie/Produzent;2;18;5;0.346369;0.365323;0;0.147679;9
81;Rudolf Basil;Darsteller;5;44;5;0.335589;0.36297;1113.891822;0.174687;25
82;Kurt Richter;Bauten;5;61;4;0.370841;0.402302;3673.589615;0.308679;34
83;Wladimir Gaidarow;Darsteller;5;65;5;0.336157;0.358485;48.155995;0.148508;16
84;Olga Tschechowa;Darsteller;5;45;5;0.364438;0.400487;4777.757171;0.374893;38
85;Leo Birinski;Drehbuch;5;65;5;0.336157;0.358485;48.155995;0.148508;16
86;Karl Machus;Bauten;5;42;5;0.361253;0.390944;3614.836067;0.238722;33
87;Erika Glässner;Darsteller;5;65;5;0.336157;0.358485;48.155995;0.148508;16
89;Harry Hardt;Darsteller;5;50;5;0.36337;0.396203;5637.774577;0.285125;39
90;Erich Waschneck;Kamera;5;56;5;0.410087;0.449496;8137.927002;0.651439;53
1126;Hanns Kobe;Regie/Drehbuch;3;29;6;0.346248;0.372732;689.002344;0.190241;19
92;Georg Heinrich Schnell;Darsteller;5;47;5;0.370011;0.404133;5140.32282;0.345848;40
93;Lydia Potechina;Darsteller;5;51;5;0.39225;0.431183;6759.627989;0.524615;49
94;Rudolf Forster;Darsteller;5;44;5;0.39194;0.42589;4470.734181;0.462497;40
95;Paul Biensfeldt;Darsteller;5;54;4;0.402434;0.436408;8054.092153;0.529891;46
96;Paul Bildt;Darsteller;5;49;5;0.398394;0.434039;4676.870718;0.480351;43
97;Heinrich Nebenzahl;Produzent;5;69;5;0.34266;0.368918;915.705246;0.169282;26
98;Arpad Viragh;Kamera;5;50;5;0.367816;0.396573;1350.919753;0.302792;27
99;Emil Schünemann;Kamera;5;50;5;0.375615;0.411946;4557.59837;0.335106;43
100;Eugen Rex;Darsteller;4;27;5;0.35722;0.382762;1285.336349;0.22149;21
101;Eva May;Darsteller;4;52;6;0.369735;0.40793;3055.749655;0.527611;43
102;Heinz Goldberg;Drehbuch/Regie;4;42;5;0.330998;0.355712;468.374787;0.160665;20
104;Robert Heymann;Drehbuch;4;31;5;0.340309;0.367171;687.847666;0.184524;22
105;Irmgard Bern;Darsteller;4;52;6;0.307788;0.327991;0;0.09842;12
106;Felix Braun;Kamera;4;27;6;0.236078;0.250185;1980.571429;0.018377;12
108;Ferdinand von Alten;Darsteller;4;35;5;0.381832;0.411106;3932.210427;0.328202;31
109;Hans Felsing;Drehbuch/Regie;4;32;5;0.331551;0.354435;573.949049;0.102389;16
110;Géza von Bolváry;Regie/Drehbuch;4;20;5;0.337875;0.360282;815.086243;0.146635;16
111;Theodor Sparkuhl;Kamera;4;48;5;0.400808;0.438575;4786.374105;0.564935;47
112;Paul Hartmann;Darsteller;4;42;6;0.366322;0.39953;2605.469599;0.353834;35
113;Friedrich Paulmann;Kamera;4;55;5;0.386594;0.418162;1841.334415;0.540435;37
114;Carl de Vogt;Darsteller;4;37;5;0.373213;0.405057;3649.482761;0.316279;34
115;Emil Fenyö;Darsteller;4;35;5;0.34807;0.375739;1189.188339;0.242779;28
116;Nils Chrisander;Darsteller/Regie;4;32;5;0.325459;0.346253;731.702063;0.078757;15
117;Mutz Greenbaum;Kamera;4;31;4;0.380077;0.409106;3703.597948;0.299893;29
118;Heinrich Gärtner;Kamera;4;40;5;0.37964;0.411358;3823.680797;0.332338;34
119;Robert Scholz;Darsteller;4;36;5;0.375189;0.408333;2369.504107;0.322791;32
120;Ernst Hofmann;Darsteller;4;40;5;0.383012;0.415978;3726.631633;0.378169;39
121;Edmund Heuberger;Bauten/Drehbuch;4;50;5;0.344924;0.369002;1320.354722;0.142631;22
122;Ernst Lüttgens;Kamera;4;56;5;0.378049;0.413038;5088.072394;0.490484;41
123;Oskar Marion;Darsteller;4;36;5;0.380077;0.412198;4700.692432;0.288031;34
124;Hermann Warm;Bauten;4;51;5;0.384347;0.419842;5618.423533;0.463296;43
125;Harry Liedtke;Darsteller;4;33;5;0.363237;0.392423;1191.707976;0.291136;26
126;Ernö Metzner;Bauten;4;59;5;0.380077;0.413374;1232.169131;0.541778;36
127;Paul Holzki;Kamera;4;37;5;0.370564;0.402453;8980.683601;0.279331;36
128;Eugen Burg;Darsteller;4;43;5;0.380514;0.41586;3468.921351;0.434914;42
129;Gustav Adolf Semler;Darsteller;4;36;5;0.364037;0.394976;2865.34521;0.244569;33
130;Jack Winter;Bauten;4;38;5;0.379786;0.411442;5270.11078;0.298409;36
1110;Jan Svoboda;Darsteller/Drehbuch/Regie;3;24;6;0.315421;0.334442;0;0.066754;8
132;Reimar Kuntze;Kamera;4;62;5;0.383901;0.418498;1787.254712;0.603978;41
133;Fritz Kortner;Darsteller;4;35;5;0.359551;0.391163;3714.078777;0.297506;32
134;Willy Hameister;Kamera;4;42;5;0.377043;0.411274;6243.932772;0.348069;39
135;Margarete Schlegel;Darsteller;4;33;5;0.390705;0.42127;2715.093532;0.379508;31
136;Walter Richard Hall;Drehbuch/Regie;4;34;5;0.318051;0.338743;1527.873133;0.078141;17
137;Botho Höfer;Bauten;4;37;6;0.360334;0.392389;4663.739455;0.203905;34
138;Willy Großstück;Kamera;4;41;4;0.380222;0.412886;9050.062489;0.316722;40
139;Ludwig Lippert;Kamera;4;51;5;0.380514;0.416986;4636.545465;0.471698;44
140;Kurt Dürnhöfer;Bauten;4;18;5;0.322707;0.344439;693.068782;0.110059;15
141;Katja Lana;Darsteller;4;33;6;0.236303;0.252201;15.071429;0.025005;16
142;Bobby E. Lüthge;Drehbuch;4;60;5;0.389784;0.425638;2520.128281;0.63123;42
143;Fritz Lederer;Bauten;4;41;5;0.380952;0.414634;3862.571447;0.352169;40
144;Alfred Schirokauer;Drehbuch;4;41;4;0.378915;0.407846;1085.989874;0.358084;28
145;Grete Reinwald;Darsteller;4;36;5;0.369185;0.400521;4936.38534;0.29433;30
146;Alfred Schlageter;Darsteller;4;33;6;0.236303;0.252201;15.071429;0.025005;16
147;Luise Heilborn-Körbitz;Drehbuch;4;40;6;0.352398;0.386458;6300.077716;0.244229;37
148;Axel Graatkjær;Kamera;4;47;5;0.37906;0.413088;1795.00191;0.44327;36
149;Willi A. Herrmann;Bauten;4;45;4;0.371954;0.40415;4440.586887;0.286107;36
150;Gotthardt Wolf;Kamera;4;49;5;0.325033;0.352184;2969.306857;0.134889;27
151;Werner Krauß;Darsteller;4;42;4;0.402761;0.434896;5132.370449;0.485556;39
152;Mady Christians;Darsteller;4;55;5;0.375473;0.410433;3470.977642;0.478244;44
153;Aruth Wartan;Darsteller;4;22;6;0.30942;0.332661;5720.95774;0.074486;21
154;Walter Janssen;Darsteller;4;44;5;0.379786;0.415776;2776.100371;0.433379;38
155;Artur Robison;Drehbuch/Regie;4;40;5;0.352648;0.376663;493.282672;0.191432;19
156;Philipp Manning;Darsteller;4;36;5;0.366593;0.396321;2624.844485;0.246895;32
157;Carl Ebert;Darsteller;4;42;5;0.377043;0.409493;3807.426588;0.384648;37
158;Lucy Doraine;Darsteller;4;40;5;0.372093;0.403209;1689.328061;0.343539;31
159;Leonhard Haskel;Darsteller;4;40;5;0.387651;0.419674;2231.566569;0.401325;34
160;Lucie Mannheim;Darsteller;4;44;5;0.378481;0.411778;3031.510261;0.455217;40
161;Ada van Roon;Darsteller/Drehbuch;4;28;6;0.328151;0.348488;26.92331;0.106066;11
162;Franz Stein;Kamera;3;27;5;0.368089;0.396035;1429.154422;0.271829;25
163;Luigi Serventi;Darsteller;3;30;5;0.343253;0.372093;4179.347182;0.209317;28
164;Hans Gaus;Drehbuch;3;30;5;0.369598;0.397833;1541.980371;0.290652;28
165;Ernst Deutsch;Darsteller;3;28;5;0.382568;0.412198;1702.926305;0.316764;25
166;Olga Limburg;Darsteller;3;29;5;0.37733;0.407392;2344.714493;0.312931;27
167;Erna Morena;Darsteller;3;36;5;0.383456;0.415558;1436.561957;0.503064;32
168;Willibald Gaebel;Kamera;3;35;5;0.377186;0.407997;3179.479503;0.325519;33
169;Lya Mara;Darsteller;3;27;5;0.356578;0.381452;216.747529;0.228181;19
170;Ruth Weyher;Darsteller;3;36;5;0.369873;0.402839;1933.985916;0.389437;34
171;Hanns Kräly;Drehbuch;3;38;5;0.359551;0.392843;2023.522411;0.304013;35
172;Olaf Fjord;Darsteller;3;31;4;0.364572;0.392977;935.122187;0.315292;27
173;Lya de Putti;Darsteller;3;37;5;0.371814;0.404099;2384.569855;0.343981;34
174;Rudolf Walther-Fein;Regie;3;32;4;0.389631;0.419943;1800.243406;0.405272;30
175;Ferry Sikla;Darsteller;3;33;5;0.362441;0.392103;2284.813609;0.268632;30
176;Lilly Alexandra;Darsteller;3;28;4;0.380077;0.408098;2620.81597;0.320657;27
177;Lotte Fechner;Darsteller;3;24;6;0.235966;0.249177;0.571429;0.017464;10
178;Erich Czerwonski;Bauten;3;39;5;0.364304;0.394304;667.324681;0.41369;33
179;Heinrich Peer;Darsteller;3;28;6;0.35916;0.387718;1762.664586;0.204321;24
180;Arnold Korff;Darsteller;3;25;5;0.345284;0.370833;4244.396015;0.188407;24
181;Heinz Carl Heiland;Regie;3;10;5;0.306836;0.321875;0;0.044347;5
183;Rolf Loer;Darsteller;3;17;5;0.311656;0.331334;1734.060594;0.049588;15
184;Rolf E. Vanloo;Drehbuch;3;27;4;0.36768;0.397009;1301.630371;0.247152;25
185;Emil Rameau;Darsteller;3;30;5;0.384496;0.415222;2364.865869;0.334406;28
186;Hedda Vernon;Darsteller;3;26;5;0.365243;0.393464;2480.225844;0.210408;26
187;Albert Patry;Darsteller;3;33;5;0.364572;0.394775;2071.673822;0.31667;30
188;Adolf Klein;Darsteller;3;38;5;0.346127;0.370951;1661.039436;0.167517;23
189;Ressel Orla;Darsteller;3;33;5;0.377186;0.407577;2556.301085;0.337152;31
190;Otto Moldenhauer;Bauten;3;28;6;0.329459;0.357191;2906.2073;0.164176;24
191;Albert Paulig;Darsteller;3;32;5;0.37434;0.403209;5816.363737;0.289743;31
193;Reinhold Schünzel;Regie/Darsteller;3;33;4;0.38316;0.412802;2168.517015;0.376745;31
194;Rudolf Biebrach;Regie/Darsteller;3;31;6;0.351399;0.378982;1557.804835;0.206812;23
195;Lucie Höflich;Darsteller;3;39;5;0.357606;0.385736;855.958963;0.35187;29
196;Käte Haack;Darsteller;3;29;4;0.373775;0.402974;1288.684506;0.296657;27
197;Franz Schroedter;Bauten;3;31;5;0.372093;0.400689;3250.253524;0.240668;28
198;Esther Carena;Darsteller;3;32;5;0.36337;0.389684;3637.91893;0.193398;28
199;Evi Eva;Darsteller;3;29;5;0.356194;0.383888;2756.387732;0.195321;28
200;Ewald Daub;Kamera;3;26;5;0.330998;0.357712;933.824924;0.144279;24
201;Rudi Feld;Bauten;3;31;4;0.391013;0.421119;1269.428209;0.436569;30
202;Luciano Albertini;Darsteller/Regie;3;28;5;0.348437;0.372043;319.75081;0.147469;15
203;Karl Ekert;Darsteller;3;24;6;0.235966;0.249177;0.571429;0.017464;10
204;Hans Marr;Darsteller;3;37;5;0.37434;0.405897;3105.918554;0.328233;34
205;Adolphe Engers;Darsteller;3;16;5;0.33799;0.361005;2196.162048;0.144067;16
206;Willy Engst;Darsteller;3;25;6;0.23619;0.251193;10.5;0.02267;14
207;Ernst Schrumpf;Darsteller;3;26;5;0.340659;0.363558;1688.517605;0.134313;19
208;Otto Treptow;Darsteller/Drehbuch;3;30;6;0.312343;0.334459;1548.561916;0.088464;18
209;Ernst Rückert;Darsteller;3;27;5;0.337071;0.363054;969.541463;0.161004;21
210;Alfred Junge;Bauten;3;39;5;0.368362;0.400269;1748.484663;0.34713;34
211;Ernst Reicher;Darsteller/Regie;3;9;5;0.266094;0.280444;255.277676;0.015219;7
212;Hans Karl Georg;Darsteller;3;29;5;0.351399;0.376831;1048.949017;0.187143;23
213;Kurt Lande;Kamera;3;29;5;0.361121;0.392036;1992.065002;0.261795;28
214;Stefan Lhotka;Bauten;3;31;4;0.352648;0.382056;1271.181302;0.233835;28
215;Fritz Biller;Kamera;3;29;5;0.316629;0.342003;292.93151;0.137657;20
216;Friedrich Berger;Darsteller/Regie;3;18;5;0.334119;0.356838;1113.523862;0.122162;18
217;Theodor Loos;Darsteller;3;24;5;0.377186;0.403713;1932.675351;0.243232;21
218;Dora Bergner;Darsteller;3;30;5;0.341245;0.369355;2754.041667;0.151856;29
219;Walter Rilla;Darsteller;3;31;5;0.368499;0.400067;2080.764268;0.297742;31
220;Max Bauer;Drehbuch;3;39;5;0.317643;0.338642;102.689168;0.091056;13
221;Hugo Döblin;Darsteller;3;31;5;0.365243;0.391868;470.0607;0.241907;20
222;Walter Reimann;Bauten;3;33;5;367;0.398891;1307.465625;0.335195;30
223;Toni Mülleneisen;Kamera;3;31;5;0.378049;0.409509;2645.170998;0.318148;30
224;Margit Barnay;Darsteller;3;25;5;0.352899;0.379536;4235.979186;0.205602;23
225;Günther Krampf;Kamera;3;39;5;0.35722;0.384476;296.768522;0.367261;28
226;Rita Clermont;Darsteller;3;18;6;0.335589;0.358989;324.728538;0.151353;15
227;Mathieu Oostermann;Bauten;3;29;5;0.348927;0.373135;557.446173;0.189145;21
228;Josef Firmans;Regie/Drehbuch;3;19;5;0.315321;0.337802;651.084045;0.077805;14
229;Conrad Wienecke;Kamera;3;31;4;0.356706;0.383905;1512.093809;0.194821;27
230;Carl Auen;Darsteller;3;31;4;0.370703;0.398858;1717.538767;0.287287;29
231;Carl Boese;Regie;3;33;4;0.37098;0.399278;1181.741487;0.307891;29
233;Friedrich Weinmann;Kamera;3;21;4;0.368362;0.393649;4369.798893;0.225155;18
234;Jacek Rotmil;Bauten;3;32;5;0.351275;0.377755;2859.098471;0.20088;26
1141;Eugen Holstein;Regie/Drehbuch;3;29;5;0.345886;0.367759;349.221903;0.160476;16
236;Claire Rommer;Darsteller;3;37;5;0.340542;0.364399;1123.892415;0.133747;20
237;Claire Lotto;Darsteller;3;29;5;0.368773;0.397413;2666.784738;0.245053;28
238;Violette Napierska;Darsteller;3;22;5;0.345404;0.37085;1859.596705;0.126049;22
239;Charly Berger;Darsteller;3;35;5;0.32114;0.3437;2511.199105;0.107664;20
240;Marie-Louise Droop;Drehbuch;3;28;5;0.34266;0.366919;338.743294;0.1992;21
241;Victor Colani;Darsteller;3;21;5;0.320517;0.34538;1986.131731;0.092338;20
242;Paul Rehkopf;Darsteller;3;36;5;0.383456;0.414214;2450.718393;0.452491;33
243;Johannes Riemann;Darsteller;3;30;5;0.361516;0.389432;1907.264079;0.233012;30
244;Viktor Schwanneke;Darsteller;3;31;5;0.38316;0.412786;1606.355199;0.333309;28
245;Gustav A. Knauer;Bauten;3;29;5;0.346369;0.375487;3624.781633;0.157124;28
246;Dr. Imre Frey;Drehbuch;3;32;5;0.368773;0.400437;1832.562806;0.324891;31
247;Joseph Delmont;Regie;3;12;5;0.335589;0.35541;642.146299;0.100113;10
248;Margarete Kupfer;Darsteller;3;27;5;0.374622;0.402285;1741.719389;0.271899;25
249;Hanna Lierke;Darsteller;3;19;5;0.329787;0.353814;470.681646;0.153744;16
250;Aud Egede-Nissen;Darsteller;3;34;5;0.370011;0.400991;1568.274475;0.379457;30
252;August Rinaldi;Bauten;3;31;5;0.358123;0.38414;1135.265683;0.22367;21
254;Helene von Bolváry;Darsteller;3;24;5;0.33144;0.356149;390.19549;0.192025;19
255;Ellen Kürty;Darsteller;3;26;5;0.331551;0.356569;636.033353;0.161165;23
256;Grete Berger;Darsteller;3;34;5;0.377473;0.408165;1938.699236;0.357517;32
257;Helga Thomas;Darsteller;3;38;5;0.355938;0.385316;608.269555;0.344829;28
258;Sybil Morel;Darsteller;3;17;5;0.344564;0.366919;1640.462467;0.139117;15
259;Werner Brandes;Kamera;3;37;5;0.37434;0.408468;1668.546792;0.399553;35
260;Hanni Reinwald;Darsteller;3;23;5;0.330007;0.354738;2353.301513;0.151682;21
261;Max Schneider;Kamera;3;34;6;0.335135;0.360719;648.274437;0.173919;21
262;Julius Urgiß;Drehbuch;3;31;4;0.374198;0.403058;2601.413918;0.325052;29
263;Max Lutze;Kamera;3;31;4;0.365647;0.391969;3221.28968;0.236465;27
264;Grete Hollmann;Darsteller;3;33;4;0.37098;0.399278;1181.741487;0.307891;29
265;Julius Balting;Kamera;3;37;5;0.370564;0.403175;1690.193291;0.349474;33
266;Eduardo Lamberti;Kamera;3;24;5;0.35115;0.374311;2006.24638;0.181748;15
267;Robert Nehmer;Drehbuch;3;24;6;0.235966;0.249177;0.571429;0.017464;10
268;Georg John;Darsteller;3;35;5;0.373494;0.403965;2631.768457;0.351626;32
269;Frederik Fuglsang;Kamera;3;30;5;0.348927;0.37747;1616.51925;0.21051;26
270;Walter Wassermann;Drehbuch;3;29;5;0.363636;0.39128;1307.752793;0.226235;24
271;Paul Reno;Drehbuch;2;23;5;0.355811;0.383014;889.063908;0.231413;22
272;Georg Meyer;Bauten;2;19;5;0.340075;0.363189;86.821286;0.177275;15
273;Paul Ludwig Stein;Regie;2;19;5;0.371119;0.397413;796.912709;0.266422;19
274;Gertrud de Lalsky;Darsteller;2;28;6;0.355047;0.384577;513.152319;0.358022;25
275;Hans Bloch;Kamera;2;19;5;0.349788;0.374143;1341.013677;0.136337;19
276;Paul Wegener;Darsteller;2;24;5;0.358641;0.387214;702.79004;0.25851;24
278;Paul Rosenhayn;Drehbuch;2;22;5;0.365243;0.390524;506.577444;0.241833;19
279;Georg Leux;Darsteller;2;16;5;0.294187;0.313743;402.604539;0.047342;14
280;Greta Schröder;Darsteller;2;25;6;0.322917;0.349311;800.676163;0.14003;21
281;Guido Bagier;Musik;2;23;6;0.334232;0.35998;201.191864;0.204625;19
282;Grigori Chmara;Darsteller;2;23;6;0.324289;0.350538;753.804393;0.189396;19
283;Paul Otto;Darsteller;2;19;5;0.335475;0.357762;1009.90767;0.13373;17
285;Paula Batzer;Darsteller;2;17;5;0.348559;0.369943;600.912583;0.132989;15
286;Giuseppe Becce;Musik;2;27;5;0.348682;0.373891;976.321458;0.234866;25
287;Hans Albers;Darsteller;2;19;6;0.336271;0.361559;690.216167;0.162311;18
288;Pawel Pawlow;Darsteller;2;20;6;0.312244;0.333367;190.064967;0.09126;15
289;Giovanni Vitrotti;Kamera;2;19;5;0.348437;0.372043;319.75081;0.147469;15
290;Gustav von Wangenheim;Darsteller;2;22;5;0.359811;0.385064;1195.865927;0.208696;21
291;Hanni Weisse;Darsteller;2;20;5;0.355938;0.38078;1468.412832;0.19851;18
292;Grete Diercks;Darsteller;2;21;5;0.357606;0.382124;475.489887;0.183182;20
1115;Karl Otto Krause;Drehbuch/Regie;2;16;6;0.295854;0.313138;0;0.045473;8
294;Richard Eichberg;Regie;2;22;6;0.324289;0.347816;664.251859;0.116603;18
295;Paul Beyer;Drehbuch;2;21;5;0.362176;0.386744;852.320257;0.206409;19
296;Margarete M. Langen;Drehbuch;2;12;5;0.316024;0.337298;184.233341;0.080773;11
297;Karl Attenberger;Kamera;2;19;6;0.326208;0.348471;30.304102;0.128511;13
298;Maly Delschaft;Darsteller;2;19;5;0.35722;0.38036;431.326147;0.199987;18
299;Julius Reinwald;Kamera;2;20;5;0.341715;0.366751;508.494726;0.180454;20
300;Marc Roland;Musik;2;36;5;0.358252;0.384896;24.901171;0.390813;21
1128;Curt Goetz;Drehbuch/Produzent/Regie;3;30;5;0.336614;0.355124;0;0.110702;10
303;Julian Ballenstedt;Bauten;2;18;5;0.351898;0.374731;495.391817;0.151771;16
305;Karl Geppert;Darsteller;2;19;5;0.340776;0.362584;530.118685;0.108126;16
306;Josef Reithofer;Darsteller;2;18;6;0.295062;0.315608;1389.572612;0.047726;17
307;Margit Piller;Darsteller;2;11;5;0.311754;0.33293;380.64923;0.069471;11
308;Maria Germanowa;Darsteller;2;20;6;0.312244;0.333367;190.064967;0.09126;15
309;Maria Grünke;Darsteller;2;16;5;0.294187;0.313743;402.604539;0.047342;14
310;Johannes Guter;Regie;2;20;5;0.354033;0.37957;244.976981;0.259674;19
311;Joe Stöckel;Darsteller;2;4;6;0.260984;0.271371;0;0.008563;2
312;Maria Minzenti;Darsteller;2;22;4;0.352648;0.37584;116.322845;0.224292;17
313;Magnus Stifter;Darsteller;2;17;6;0.349296;0.374362;461.795215;0.197683;16
314;Karl Hasselmann;Kamera;2;21;5;0.330336;0.352755;1216.512538;0.126046;18
315;Maria Reisenhofer;Darsteller;2;19;6;0.325459;0.350554;570.538758;0.135487;18
316;Lee Parry;Darsteller;2;22;6;0.324289;0.347816;664.251859;0.116603;18
317;Loo Holl;Darsteller;2;10;5;0.306836;0.321875;0;0.044347;5
