Id,Label,Contribution,Weight,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,Degree,clustering,triangles
76,Kurt Richter,Bauten,4,48,5,0.401593,0.438117,2899.555628,0.446235,40,0.280769,219
77,Victor Janson,Darsteller/Regie,4,36,5,0.340891,0.363244,83.398012,0.13202,14,0.736264,67
78,Carl Hoffmann,Kamera,4,65,5,0.348799,0.383333,1416.118782,0.398466,35,0.521008,310
79,Carl Ludwig Kirmse,Bauten,4,39,4,0.378366,0.408304,2016.699026,0.291988,32,0.314516,156
80,Franz Eckstein,Drehbuch/Regie,4,38,5,0.368444,0.396986,550.6586,0.246889,22,0.484848,112
81,Ferdinand Martini,Darsteller,4,33,5,0.357679,0.388234,1975.31002,0.226792,28,0.354497,134
82,Ferdinand von Alten,Darsteller,4,39,5,0.390077,0.426643,3514.970047,0.350643,38,0.240398,169
83,Eugen Hamm,Kamera,4,42,5,0.346964,0.371956,602.253608,0.131152,18,0.503268,77
84,Richard Eichberg,Produzent/Regie,4,44,6,0.328101,0.355115,90.871152,0.132857,17,0.742647,101
85,Conrad Veidt,Darsteller,4,45,5,0.375712,0.411377,8334.976524,0.299611,39,0.273954,203
86,Fern Andra,Darsteller,4,40,5,0.342116,0.369701,1135.497736,0.120914,19,0.520468,89
87,Margit Barnay,Darsteller,4,29,4,0.346263,0.372131,11802.791667,0.131851,19,0.444444,76
88,Peter Paul Felner,Drehbuch/Regie,4,42,5,0.350368,0.374329,33.695598,0.234762,15,0.828571,87
89,Asta Nielsen,Darsteller,4,44,5,0.392939,0.427713,1491.231646,0.442576,35,0.357983,213
90,Jakob Tiedtke,Darsteller,4,42,5,0.404818,0.44084,4314.212502,0.444435,39,0.276653,205
91,Heinrich Gärtner,Kamera,4,43,5,0.361298,0.396402,1827.275733,0.260544,34,0.329768,185
92,Hans Junkermann,Darsteller,4,38,4,0.3899,0.420945,4579.152163,0.348995,34,0.28877,162
93,Hans Kyser,Drehbuch,4,44,5,0.376703,0.408654,1829.616088,0.312853,31,0.331183,154
94,Hans Mierendorff,Darsteller,4,38,5,0.376703,0.409238,2486.446066,0.303153,36,0.253968,160
95,Oskar Marion,Darsteller,4,30,4,0.367653,0.397608,3439.501177,0.187421,25,0.33,99
96,Oskar Friedrich Werndorff,Bauten,4,45,5,0.398049,0.435492,8164.163621,0.38976,42,0.261324,225
97,Max Heilbronner,Bauten,4,29,4,0.329869,0.355698,547.876345,0.12352,20,0.452632,86
98,Sascha Gura,Darsteller,4,37,4,0.381567,0.409277,728.119623,0.294845,22,0.471861,109
100,Max Jungk,Drehbuch,4,43,5,0.388134,0.42324,2068.7309,0.38813,37,0.328829,219
101,Edmund Linke,Regie,4,30,5,0.2586,0.275224,485.315476,0.027024,14,0.769231,70
102,Emil Jannings,Darsteller,4,41,5,0.367181,0.404959,3287.667178,0.344221,37,0.324324,216
103,Wolfgang Neff,Regie,4,30,4,0.379204,0.41093,3927.874235,0.251479,29,0.29064,118
104,Henny Porten,Darsteller,4,44,4,0.392399,0.42464,1670.469693,0.397425,32,0.381048,189
105,Emil Schünemann,Kamera,4,37,5,0.371317,0.404765,4947.234335,0.247731,37,0.243243,162
106,Adolf Lantz,Drehbuch,4,45,5,0.395113,0.431214,3536.988909,0.367238,40,0.255128,199
108,Adolf Edgar Licho,Darsteller/Regie,4,35,5,0.346823,0.375904,2820.06439,0.172588,23,0.359684,91
109,Adele Sandrock,Darsteller,4,44,4,0.38276,0.414819,1879.957038,0.349954,32,0.334677,166
110,Lia Eibenschütz,Darsteller,4,40,4,0.377367,0.41093,3595.072791,0.351871,38,0.261735,184
111,Ossip Runitsch,Darsteller,4,41,4,0.366866,0.402567,3991.426421,0.314784,37,0.25976,173
112,Theodor Sparkuhl,Kamera,4,56,5,0.380044,0.419837,4620.185929,0.458898,47,0.280296,303
113,Walter Nehmer,Drehbuch,4,30,5,0.2586,0.275224,485.315476,0.027024,14,0.769231,70
114,Julius Reinwald,Kamera,4,47,5,0.370194,0.400292,605.049553,0.324123,28,0.489418,185
115,Paul Hummel,Kamera,4,30,5,0.2586,0.275224,485.315476,0.027024,14,0.769231,70
116,Jacek Rotmil,Bauten,4,44,5,0.363752,0.39543,1207.02626,0.248619,30,0.397701,173
117,Paul Bildt,Darsteller,4,38,5,0.385169,0.420031,3167.762418,0.35339,37,0.258258,172
118,Guido Seeber,Kamera,4,42,5,0.375055,0.411766,3888.733922,0.286926,39,0.265857,197
119,Siegfried Wroblewsky,Bauten,4,30,5,0.2586,0.275224,485.315476,0.027024,14,0.769231,70
120,Paul Otto,Darsteller,4,35,5,0.381228,0.4141,2681.428807,0.284373,33,0.272727,144
121,Otto Voelckers,Bauten,4,45,5,0.371962,0.402042,565.99476,0.329107,27,0.467236,164
122,Karl Attenberger,Kamera,4,29,4,0.345565,0.373882,1345.326385,0.160017,22,0.372294,86
123,Arpad Viragh,Kamera,4,47,5,0.370194,0.400292,605.049553,0.324123,28,0.489418,185
124,Hans Albers,Darsteller,4,38,5,0.410244,0.445021,4991.535229,0.397595,38,0.250356,176
125,Wilhelm Diegelmann,Darsteller,4,38,4,0.369078,0.401984,2033.668013,0.292458,31,0.339785,158
126,Vladimir Striževskij,Drehbuch/Regie,4,32,5,0.322666,0.345021,119.744922,0.089744,13,0.807692,63
127,Julius Urgiß,Drehbuch,4,43,5,0.388134,0.42324,2068.7309,0.38813,37,0.328829,219
128,Ernst Schrumpf,Darsteller,3,28,5,0.341979,0.369914,995.418597,0.144556,22,0.4329,100
129,Karl Freund,Kamera,3,44,4,0.375712,0.409179,2172.301798,0.41839,38,0.418208,294
130,Rudolf Lettinger,Darsteller,3,31,5,0.362215,0.393874,1000.392166,0.269096,29,0.352217,143
131,Karl Beckersachs,Darsteller,3,26,5,0.356341,0.387553,2144.693433,0.170215,26,0.323077,105
132,Erich Kettelhut,Bauten,3,53,5,0.341979,0.37079,32.66854,0.333518,23,0.932806,236
133,Rudolf Klein-Rohden,Darsteller,3,28,5,0.364681,0.396208,1788.281881,0.225455,28,0.330688,125
134,Kally Sambucini,Darsteller,3,27,5,0.30772,0.327499,0,0.049228,7,1,21
135,Karl Elzer,Darsteller,3,26,5,0.336342,0.361591,252.734697,0.15383,19,0.51462,88
136,Erich Waschneck,Kamera,3,43,5,0.387783,0.424796,2765.478636,0.443478,39,0.338731,251
137,Erna Morena,Darsteller,3,36,4,0.395295,0.425807,4797.787588,0.362228,32,0.330645,164
138,Robert Herlth,Bauten,3,39,5,0.359933,0.396013,1271.192041,0.345254,33,0.422348,223
139,Margarete M. Langen,Drehbuch,3,31,5,0.370514,0.401361,1128.015061,0.346213,28,0.417989,158
140,Erwin Biswanger,Darsteller,3,44,4,0.359028,0.390412,624.621486,0.37453,30,0.570115,248
142,Margarethe Schön,Darsteller,3,53,5,0.341979,0.37079,32.66854,0.333518,23,0.932806,236
143,Paul Beyer,Drehbuch,3,28,5,0.362062,0.389012,381.341871,0.220173,18,0.601307,92
144,Hanni Weisse,Darsteller,3,28,5,0.375712,0.405348,1375.089324,0.292639,27,0.37037,130
145,Otto Hunte,Bauten,3,53,5,0.341979,0.37079,32.66854,0.333518,23,0.932806,236
147,Hans Brausewetter,Darsteller,3,28,5,0.375877,0.406612,2175.170389,0.279853,27,0.327635,115
149,Holger-Madsen,Darsteller/Drehbuch/Regie,3,24,5,0.310058,0.327596,0,0.050429,8,1,28
150,Hans Scheib,Kamera,3,35,5,0.374727,0.404862,627.989858,0.316029,27,0.518519,182
151,Olga Belajeff,Darsteller,3,29,4,0.374399,0.404317,3842.915944,0.234798,28,0.31746,120
152,Olaf Fjord,Darsteller,3,37,5,0.367811,0.402625,2617.545551,0.293888,33,0.327652,173
153,Hermann Warm,Bauten,3,30,4,0.38072,0.411319,2869.269001,0.252907,28,0.34127,129
154,Heinrich Nebenzahl,Produzent,3,41,5,0.377201,0.407974,1882.832877,0.270845,28,0.425926,161
155,Hermann Picha,Darsteller,3,24,5,0.364216,0.391637,771.355594,0.182908,19,0.421053,72
156,Hermann Böttcher,Darsteller,3,26,4,0.36329,0.388662,1324.373624,0.23551,21,0.447619,94
157,Hella Moja,Darsteller,3,28,5,0.359329,0.387028,1196.874561,0.158467,22,0.363636,84
158,Helmar Lerski,Kamera,3,36,5,0.350798,0.384792,1579.837589,0.239799,30,0.4,174
159,Herbert Wilcox,Drehbuch/Produzent/Regie,3,33,5,0.311523,0.334403,0,0.1218,11,1,55
160,Henry Sze,Darsteller,3,27,5,0.30772,0.327499,0,0.049228,7,1,21
161,Günther Rittau,Kamera,3,53,5,0.341979,0.37079,32.66854,0.333518,23,0.932806,236
162,Gräfin Agnes Esterhazy,Darsteller,3,35,5,0.374727,0.404862,627.989858,0.316029,27,0.518519,182
163,Franz Weihmayr,Kamera,3,21,5,0.341162,0.367581,642.193188,0.13593,18,0.529412,81
164,Grigori Chmara,Darsteller,3,34,5,0.377035,0.410113,746.414383,0.380271,29,0.421182,171
165,Maria Jacobini,Darsteller,3,35,5,0.358427,0.385317,271.42993,0.227659,20,0.652632,124
166,Fred Immler,Darsteller,3,39,5,0.373746,0.406709,4026.670207,0.260127,33,0.323864,171
167,Reimar Kuntze,Kamera,3,34,5,0.359631,0.392902,2039.989422,0.217518,30,0.337931,147
168,Frederik Fuglsang,Kamera,3,32,5,0.364681,0.396402,4816.575963,0.228477,31,0.322581,150
169,Josef Dietze,Kamera,3,30,4,0.350511,0.374368,1117.329609,0.13863,18,0.48366,74
170,Friedrich Kayßler,Darsteller,3,31,4,0.370035,0.401206,3581.258423,0.274143,30,0.344828,150
171,Friedrich Zelnik,Regie,3,29,4,0.39222,0.419584,960.483523,0.346568,23,0.501976,127
172,Fritz Kraencke,Bauten,3,37,5,0.355602,0.388818,3339.502309,0.22678,32,0.318548,158
173,Fritz Lang,Regie,3,53,5,0.341979,0.37079,32.66854,0.333518,23,0.932806,236
174,Peter Berneis,Darsteller,3,19,5,0.340079,0.366589,1245.456452,0.116551,18,0.392157,60
940,Georg Jacoby,Regie/Drehbuch,3,22,5,0.348091,0.371801,290.544048,0.130303,15,0.571429,60
177,Georg Alexander,Darsteller,3,32,5,0.352675,0.38415,2436.847113,0.20157,31,0.324731,151
178,Georg Heinrich Schnell,Darsteller,3,25,5,0.339272,0.367036,529.069887,0.152138,20,0.494737,94
179,Paul Falkenberg,Schnitt,3,53,5,0.341979,0.37079,32.66854,0.333518,23,0.932806,236
180,Mary Parker,Darsteller,3,35,5,0.383445,0.417114,2607.554605,0.327883,34,0.324421,182
181,Gottfried Huppertz,Musik,3,53,5,0.341979,0.37079,32.66854,0.333518,23,0.932806,236
183,Ernst Reicher,Darsteller,3,24,4,0.357679,0.383022,2197.171944,0.150952,19,0.432749,74
959,Harry Piel,Drehbuch/Produzent/Regie/Darsteller,8,92,5,0.344592,0.369273,219.991227,0.141054,18,0.686275,105
185,Walter Röhrig,Bauten,3,39,5,0.359933,0.396013,1271.192041,0.345254,33,0.422348,223
186,Bernhard Goetzke,Darsteller,3,48,5,0.334635,0.365247,341.862354,0.347625,29,0.600985,244
187,Clementine Plessner,Darsteller,3,33,5,0.362521,0.395391,1465.477935,0.298478,29,0.384236,156
188,Stéfan Markus,Darsteller/Drehbuch/Produzent,3,24,6,0.254605,0.271004,0,0.018663,8,1,28
189,Charlotte Ander,Darsteller,3,30,5,0.370675,0.402334,1250.071844,0.308026,30,0.344828,150
190,Sybil Morel,Darsteller,3,28,5,0.340891,0.363925,806.371145,0.104654,17,0.477941,65
191,Karl Vass,Kamera,3,33,5,0.377699,0.409238,1277.729959,0.305501,29,0.389163,158
192,Karl Vollbrecht,Bauten,3,53,5,0.341979,0.37079,32.66854,0.333518,23,0.932806,236
193,Alfred Schlageter,Darsteller,3,20,5,0.258288,0.27289,0.791667,0.021494,10,0.888889,40
194,Siegfried Philippi,Regie,3,28,5,0.380551,0.406612,253.64868,0.280632,19,0.555556,95
195,Uschi Elleot,Darsteller,3,28,5,0.366709,0.396986,2076.551826,0.227279,26,0.335385,109
196,Konrad Elfers,Musik,3,53,5,0.341979,0.37079,32.66854,0.333518,23,0.932806,236
197,Wilhelm Kiermeier,Kamera,3,24,5,0.355749,0.381622,1707.132275,0.146332,18,0.418301,64
198,Angelo Ferrari,Darsteller,3,34,5,0.360842,0.391346,1102.064825,0.302795,25,0.44,132
199,Lya Mara,Darsteller,3,29,4,0.39222,0.419584,960.483523,0.346568,23,0.501976,127
200,Wilhelm Dieterle,Darsteller,3,36,4,0.390967,0.42289,2717.272995,0.384475,33,0.352273,186
201,Colette Brettel,Darsteller,3,32,5,0.369556,0.403014,2116.940194,0.370807,30,0.328736,143
202,Alexandra Sorina,Darsteller,3,28,4,0.360387,0.387106,2000.637157,0.205811,22,0.441558,102
203,Barbara von Annenkoff,Darsteller,3,21,4,0.364216,0.391482,1546.334963,0.190563,21,0.361905,76
204,Bobby E. Lüthge,Drehbuch,3,30,5,0.389192,0.422462,1896.748603,0.35692,29,0.342365,139
205,Manfred Noa,Regie,3,32,5,0.366866,0.394652,440.105943,0.244867,20,0.526316,100
206,Ruth Goetz,Drehbuch,3,26,5,0.361756,0.392124,1452.985323,0.202286,24,0.376812,104
207,Adolf Klein,Darsteller,3,32,5,0.374563,0.405932,3539.31143,0.26304,30,0.342529,149
208,Livio C. Pavanelli,Darsteller,3,30,5,0.350082,0.380455,1699.437947,0.183935,27,0.356125,125
209,Botho Höfer,Bauten,3,26,5,0.354132,0.383858,1131.838527,0.187944,24,0.369565,102
210,Alexander Murski,Darsteller,3,35,5,0.345147,0.380124,2679.310282,0.288846,33,0.346591,183
211,Ludwig Rex,Darsteller,3,26,4,0.364061,0.389926,1208.065786,0.180408,20,0.410526,78
212,Albert Paulig,Darsteller,3,35,5,0.359179,0.391929,2599.324124,0.19105,31,0.316129,147
213,Lya de Putti,Darsteller,3,30,4,0.385342,0.413361,634.742302,0.280848,22,0.536797,124
214,Paul Graetz,Darsteller,2,20,5,0.337934,0.361591,179.163529,0.152994,18,0.555556,85
215,Waldemar Pottier,Darsteller,2,18,5,0.324498,0.350661,594.144761,0.11693,17,0.558824,76
216,Géza von Bolváry,Regie,2,16,5,0.340079,0.36198,149.459714,0.136774,15,0.590476,62
217,Paul Ludwig Stein,Regie,2,10,5,0.341298,0.361883,0,0.128968,10,1,45
218,Viggo Larsen,Darsteller,2,24,5,0.335684,0.358401,30.625414,0.156337,14,0.901099,82
219,Arthur Kraußneck,Darsteller,2,17,5,0.3314,0.355776,679.732777,0.098902,16,0.483333,58
220,Hugo Werner-Kahle,Darsteller,2,21,4,0.34062,0.368242,1579.488119,0.139198,20,0.494737,94
221,Otto Rippert,Regie,2,17,4,0.354719,0.379522,625.304109,0.147871,15,0.561905,59
222,Jaro Fürth,Darsteller,2,20,5,0.343349,0.367717,677.790125,0.138142,18,0.477124,73
223,Arthur Günsburg,Regie,2,16,5,0.312888,0.33135,8.115057,0.061702,11,0.781818,43
224,Bernhard Schwidewski,Bauten,2,22,5,0.370354,0.398152,2100.526646,0.185401,21,0.485714,102
225,Georg John,Darsteller,2,20,5,0.301867,0.320517,0,0.043618,9,1,36
226,Berthold Rungers,Bauten,2,24,5,0.340214,0.362194,0,0.154742,12,1,66
227,Otto Reinwald,Darsteller,2,16,4,0.339406,0.360463,5106,0.105161,15,0.485714,51
228,Leonhard Haskel,Darsteller,2,17,5,0.357829,0.382789,352.197041,0.165558,17,0.514706,70
229,Lucie Höflich,Darsteller,2,20,5,0.349084,0.377927,792.269387,0.167687,19,0.48538,83
230,Bruno Schulz,Musik,2,23,5,0.353402,0.380941,758.542922,0.175155,20,0.478947,91
231,Gustav Oberg,Darsteller,2,29,4,0.362675,0.387787,1086.839699,0.18451,21,0.480952,101
232,Jane Bess,Drehbuch,2,17,5,0.368127,0.392999,882.527446,0.168213,17,0.492647,67
233,Leo Goldberger,Bauten,2,24,5,0.335684,0.358401,30.625414,0.156337,14,0.901099,82
234,Aud Egede-Nissen,Darsteller,2,31,5,0.356638,0.386814,455.593597,0.261423,26,0.572308,186
235,Bengt Aage,Darsteller,2,19,4,0.342937,0.363672,25.753511,0.132016,12,0.848485,56
236,Ivar Petersen,Kamera,2,20,5,0.329996,0.355387,1150.15221,0.091252,18,0.535948,82
237,Gotthardt Wolf,Kamera,2,29,5,0.344592,0.369273,219.991227,0.141054,18,0.686275,105
238,Axel Graatkjær,Kamera,2,26,6,0.352095,0.3838,607.19386,0.241048,24,0.48913,135
239,Lantelme Durrer,Darsteller,2,16,5,0.339272,0.364313,801.176237,0.108477,16,475,57
240,Lee Parry,Darsteller,2,24,6,0.328101,0.355115,90.871152,0.132857,17,0.742647,101
241,Paul Holzki,Kamera,2,18,4,0.353986,0.37816,718.006705,0.146814,18,0.48366,74
242,Gustav Adolf Semler,Darsteller,2,13,5,0.312204,0.330863,2562,0.05299,10,0.533333,24
243,Aruth Wartan,Darsteller,2,20,5,0.301867,0.320517,0,0.043618,9,1,36
245,Walter Reimann,Bauten,2,26,6,0.336474,0.364313,330.31251,0.171692,21,0.628571,132
247,Paul Richter,Darsteller,2,35,5,0.322423,0.348444,0.340162,0.280991,20,0.989474,188
248,Karl Gerhardt,Regie,2,20,5,0.3382,0.361688,175.717501,0.109945,17,0.647059,88
249,Berthold Viertel,Drehbuch/Regie,2,16,6,0.287777,0.306048,0,0.044955,8,1,28
250,Hans Flemming,Bauten,2,23,5,0.340079,0.367717,1441.419144,0.183775,23,0.494071,125
251,Hanns Schwarz,Regie,2,25,5,0.359179,0.385317,273.401634,0.254323,21,0.666667,140
252,Heinrich Schroth,Darsteller,2,16,5,0.360387,0.385123,366.307708,0.163167,16,0.508333,61
256,Olaf Storm,Darsteller,2,29,5,0.356935,0.389984,1171.101115,0.337394,29,0.490148,199
257,Alfons Brümmer,Kamera,2,16,5,0.306948,0.325574,50.384722,0.058036,11,0.836364,46
258,Alf Blütecher,Darsteller,2,12,5,0.315654,0.335356,193.990712,0.067664,12,0.621212,41
259,Lorenz Bätz,Regie,2,20,5,0.301867,0.320517,0,0.043618,9,1,36
260,Alexander S. Polonsky,Darsteller,2,14,5,0.302399,0.323065,164.416224,0.052117,13,0.538462,42
950,Otto Gebühr,Darsteller/Produzent,4,46,6,0.338869,0.368398,854.741291,0.178807,24,0.5,138
262,Hermann Thimig,Darsteller,2,12,5,0.337667,0.357799,315.818039,0.083474,11,0.709091,39
263,Alfons Fryland,Darsteller,2,21,5,0.370514,0.397375,572.706844,0.230824,20,0.489474,93
264,Max Lutze,Kamera,2,15,6,0.337269,0.362019,1801.205841,0.109194,14,0.483516,44
265,Max Obal,Regie,2,16,5,0.306948,0.325574,50.384722,0.058036,11,0.836364,46
266,Albert Patry,Darsteller,2,16,5,0.348941,0.372093,554.437178,0.146111,16,0.491667,59
267,Albert Bassermann,Darsteller,2,24,5,0.340214,0.362194,0,0.154742,12,1,66
268,Akos Farkas,Kamera,2,21,5,0.335684,0.360813,1196.983016,0.117274,21,0.47619,100
269,Loni Nest,Darsteller,2,18,5,0.324498,0.350661,594.144761,0.11693,17,0.558824,76
270,Xenia Desni,Darsteller,2,25,5,0.321938,0.349553,311.965639,0.177111,22,0.541126,125
271,Helmuth Ortmann,Drehbuch,2,24,6,0.328101,0.355115,90.871152,0.132857,17,0.742647,101
272,Adolf Bassermann,Darsteller,2,22,5,0.321455,0.347744,1172.954118,0.095421,20,0.473684,90
960,Carl Boese,Regie/Drehbuch,3,34,5,0.357232,0.384734,207.587689,0.302874,21,0.619048,130
274,Willy Goldberger,Kamera,2,19,5,0.34473,0.367678,516.700066,0.106281,15,0.533333,56
275,Werner Schott,Darsteller,2,18,5,0.331913,0.356651,919.433665,0.119497,18,0.496732,76
276,Hans Reinhardt,Kamera,2,18,5,0.258522,0.27464,483.64881,0.025935,13,0.833333,65
277,Anna von Palen,Darsteller,2,18,5,0.337934,0.36375,391.484764,0.141935,18,0.51634,79
970,Adolf Wenter,Darsteller/Regie,2,6,1,1,1,0,0.001582,3,1,3
279,Lotte Neumann,Darsteller,2,17,5,0.330123,0.354395,866.703614,0.083017,17,0.485294,66
280,Fritz Rasp,Darsteller,2,21,5,0.354572,0.380844,734.302444,0.169551,20,0.478947,91
281,Wilhelm Prager,Drehbuch/Regie,2,18,5,0.329235,0.348269,0,0.070128,9,1,36
282,Hans Karl Gottschalk,Kamera,2,24,5,0.357232,0.384734,207.587689,0.302874,21,0.619048,130
284,Ossi Oswalda,Darsteller,2,20,5,0.340891,0.363244,83.398012,0.13202,14,0.736264,67
285,Hans Otto Löwenstein,Regie,2,15,5,0.334896,0.358888,1157.147681,0.090536,14,0.472527,43
286,Alfred Schirokauer,Drehbuch/Regie,2,14,5,0.331272,0.350039,0,0.081717,7,1,21
287,Willy Fritsch,Darsteller,2,20,4,0.366239,0.392746,862.59004,0.239516,20,0.505263,96
288,Alfred Junge,Bauten,2,20,5,0.350511,0.376566,426.114332,0.16065,17,0.536765,73
289,Hans Sternberg,Darsteller,2,17,5,0.353548,0.377888,926.162706,0.144299,16,475,57
290,Hans Unterkircher,Darsteller,2,23,5,0.361909,0.391735,1365.931751,0.264571,23,0.561265,142
291,Lilian Järnefeld,Darsteller,2,20,5,0.344592,0.370653,1119.498585,0.199362,18,0.477124,73
292,Olga Tschechowa,Darsteller,2,20,5,0.348516,0.373259,274.841167,0.169542,18,0.542484,83
293,Olga Limburg,Darsteller,2,19,5,0.350942,0.374135,887.06061,0.119248,16,0.491667,59
294,Hansjürgen Völcker,Drehbuch/Regie,2,18,1,1,1,0,0.010199,9,1,36
295,Olga Gsovskaja,Darsteller,2,17,5,0.337534,0.360618,590.24398,0.135559,16,0.508333,61
297,Maria Zelenka,Darsteller,2,18,5,0.339003,0.363049,2412.923304,0.10643,18,0.470588,72
298,Paul Rieth,Bauten,2,23,5,0.361146,0.38804,697.115086,0.157885,19,0.538012,92
299,Curt Courant,Kamera,2,19,4,0.355012,0.380397,1204.708177,0.146285,19,0.473684,81
300,Felix Bartsch,Musik,2,22,4,0.381567,0.409763,2479.765987,0.247685,21,0.47619,100
301,Katja Lana,Darsteller,2,18,5,0.258522,0.27464,483.64881,0.025935,13,0.833333,65
302,Mady Christians,Darsteller,2,24,4,0.377533,0.404706,645.168165,0.305182,23,0.541502,137
303,Eugen Klöpfer,Darsteller,2,26,5,0.362521,0.393038,602.73328,0.251874,24,0.525362,145
304,Didier Aslan,Darsteller,2,26,5,0.31062,0.33837,301.204804,0.188687,25,0.5,150
305,Kläre Grieger,Darsteller,2,24,5,0.365303,0.394555,783.047349,0.249236,23,0.498024,126
306,Julian Ballenstedt,Bauten,2,18,5,0.348232,0.373357,477.109611,0.145718,18,0.496732,76
307,Toni Attenberger,Drehbuch/Regie,2,0,0,0,0,0,0,0,0,0
309,Fanny Carlsen,Drehbuch,2,19,5,0.345565,0.370731,1436.531339,0.162416,19,0.508772,87
310,Curt J. Braun,Drehbuch,2,20,5,0.352675,0.378413,2083.769789,0.153084,20,0.478947,91
311,Esther Carena,Darsteller,2,22,5,0.366553,0.391637,769.024933,0.18427,18,0.496732,76
313,Toni Tetzlaff,Darsteller,2,18,5,0.356786,0.381233,807.569322,0.173394,18,0.477124,73
314,Frank Strobel,Musik,2,37,5,0.341979,0.37079,32.66854,0.333518,23,0.932806,236
315,Franz Bertl Seyr,Kamera,2,21,5,0.357381,0.382108,181.702017,0.230625,18,0.614379,94
316,Kurt Dürnhöfer,Bauten,2,18,5,0.322666,0.345021,119.744922,0.089744,13,0.807692,63
317,Franz Osten,Regie,2,18,5,0.309722,0.334967,88.015442,0.108752,15,0.657143,69
318,Franz Planer,Kamera,2,24,4,0.369556,0.397511,611.591687,0.314906,24,0.5,138
319,Maria Bard,Darsteller,2,23,5,0.361146,0.38804,697.115086,0.157885,19,0.538012,92
320,Kurt Lande,Kamera,2,18,5,0.353402,0.379969,222.281412,0.182011,17,0.566176,77
321,Julius Balting,Kamera,2,19,4,0.367496,0.391774,111.39947,0.20712,14,0.758242,69
322,Edgar G. Ulmer,Bauten,2,30,4,0.372447,0.401303,482.875165,0.360839,27,0.60114,211
323,Franz Schönfeld,Darsteller,2,20,5,0.343349,0.369078,736.775067,0.128615,18,0.509804,78
324,Elisabeth Pinajeff,Darsteller,2,19,4,0.364681,0.390218,840.080701,0.171362,18,0.529412,81
325,Karl Geppert,Darsteller/Drehbuch,2,16,6,0.251172,0.266919,0,0.015152,8,1,28
326,Rudolf Schlesinger,Kamera,2,21,4,0.363444,0.39119,1723.686809,0.194377,20,0.5,95
327,Erich Czerwonski,Bauten,2,23,4,0.359782,0.387301,1947.623015,0.258399,23,0.501976,127
328,Rudolf Meinert,Produzent/Regie,2,22,5,0.31729,0.336601,0,0.069247,11,1,55
329,Emil Justitz,Produzent/Regie,2,26,5,0.342663,0.366472,0,0.169993,13,1,78
331,Erich Grimmler,Kamera,2,24,6,0.328101,0.355115,90.871152,0.132857,17,0.742647,101
332,Ellen Kürty,Darsteller,2,16,5,0.340079,0.36198,149.459714,0.136774,15,0.590476,62
333,Erich Schönfelder,Regie,2,19,5,0.349511,0.376974,472.654679,0.163489,19,0.491228,84
334,Marco Jovic,Musik,2,37,5,0.341979,0.37079,32.66854,0.333518,23,0.932806,236
335,Sophus Wangøe,Kamera,2,21,5,0.361603,0.387067,542.628935,0.200299,20,0.5,95
336,Maly Delschaft,Darsteller,2,28,5,0.366553,0.39963,1373.302398,0.325789,28,0.492063,186
337,Edy Darclea,Darsteller,2,24,5,0.340214,0.362194,0,0.154742,12,1,66
338,Rosa Porten,Drehbuch,2,20,5,0.363752,0.388429,131.759899,0.201919,15,0.72381,76
339,Ernst B. Fey,Drehbuch,2,22,5,0.351518,0.378316,291.372762,0.253805,22,0.493506,114
340,Eduardo Lamberti,Kamera,2,24,5,0.374399,0.403306,680.426036,0.251466,22,0.528139,122
341,Rolf E. Vanloo,Drehbuch,2,20,4,0.359631,0.384286,253.497958,0.177732,16,0.666667,80
342,Marga Lindt,Darsteller,2,20,5,0.301867,0.320517,0,0.043618,9,1,36
343,Sophie Pagay,Darsteller,2,21,5,0.364526,0.392124,4530.474801,0.197038,21,0.485714,102
344,Roberto Jentschura,Bauten/Drehbuch,2,14,4,0.319895,0.33732,0,0.057931,7,1,21
345,Franz Schulz,Drehbuch,2,20,5,0.363907,0.390471,681.102377,0.19033,20,0.494737,94
346,Herbert Hübner,Darsteller,2,16,5,0.258444,0.274057,482.857143,0.024625,12,0.878788,58
347,Vera Skidelsky,Darsteller,2,18,5,0.328227,0.34963,91.005706,0.11971,14,0.67033,61
348,Camilla von Hollay,Darsteller,2,16,5,0.344453,0.368611,151.570836,0.172242,14,0.857143,78
349,Fritz Kaufmann,Drehbuch/Regie,2,22,5,0.345147,0.367231,0,0.15505,11,1,55
351,Carl Drews,Kamera,2,20,5,0.3382,0.361688,175.717501,0.109945,17,0.647059,88
352,Fritz Kortner,Darsteller,2,18,5,0.332428,0.355951,1019.804158,0.112086,18,0.477124,73
353,Johan Gildemeijer,Drehbuch/Regie,2,6,6,0.238122,0.246811,0,0.003689,3,1,3
354,Fritz Biller,Kamera,2,18,5,0.322666,0.345021,119.744922,0.089744,13,0.807692,63
355,Johannes Riemann,Darsteller,2,22,5,0.362215,0.390393,473.223424,0.226776,22,0.493506,114
356,Carl Wallauer,Darsteller,2,17,4,0.345565,0.367756,603.496208,0.109712,16,0.533333,64
357,Fred Goebel,Darsteller,2,18,5,0.334374,0.35704,747.884361,0.102498,17,0.470588,64
358,Käte Haack,Darsteller,2,19,5,0.345565,0.372306,1412.198561,0.172064,18,0.477124,73
360,Camilla Spira,Darsteller,2,16,5,0.341434,0.361883,60.25283,0.102944,11,0.781818,43
